,Title,Genre,GenreCorrected,GenreListed
26485,Shaurya,drama ,drama ,['drama']
26486,Krazzy 4,comedy ,comedy ,['comedy']
26487,U Me Aur Hum,romance ,romance ,['romance']
26488,Sirf,"drama, romance ","drama, romance ",['drama' 'romance']
26489,Tashan,"action, romance ","action, romance ",['action' 'romance']
26490,Mr. White Mr. Black,comedy ,comedy ,['comedy']
26491,Anamika,thriller ,action ,['action']
26492,Jimmy,"drama, action, crime, thriller, romance ","drama, action, action, action, romance ",['action' 'drama' 'romance']
26493,Bhoothnath,"comedy, drama, fantasy ","comedy, drama, fantasy ",['comedy' 'drama' 'fantasy']
26494,Jannat,"drama, romance ","drama, romance ",['drama' 'romance']
26495,Don Muthu Swami,comedy ,comedy ,['comedy']
26496,Woodstock Villa,thriller ,action ,['action']
26497,Aamir,"drama, thriller ","drama, action ",['action' 'drama']
26498,Sarkar Raj,"action, crime, drama, thriller ","action, action, drama, action ",['action' 'drama']
26499,Mere Baap Pehle Aap,comedy ,comedy ,['comedy']
26500,Summer 2007, , ,[]
26501,De Taali,"comedy, romance ","comedy, romance ",['comedy' 'romance']
26502,Haal–e–dil,"drama, romance ","drama, romance ",['drama' 'romance']
26503,Via Darjeeling,"drama, mystery, thriller ","drama, thriller, action ",['action' 'drama' 'thriller']
26504,Jaane Tu... Ya Jaane Na,romance ,romance ,['romance']
26505,Love Story 2050,"drama, musical, romance ","drama, cultural, romance ",['cultural' 'drama' 'romance']
26506,Contract,"thriler, spy ","thriler, action ",['action' 'thriler']
26507,Mission Istaanbul,adventure ,action ,['action']
26508,Money Hai Toh Honey Hai,"comedy, drama, romance ","comedy, drama, romance ",['comedy' 'drama' 'romance']
26509,Ugly Aur Pagli,comedy ,comedy ,['comedy']
26510,Singh Is Kinng,"action, comedy, crime, romance ","action, comedy, action, romance ",['action' 'comedy' 'romance']
26511,Bachna Ae Haseeno,"comedy, drama, romance ","comedy, drama, romance ",['comedy' 'drama' 'romance']
26512,God Tussi Great Ho,"comedy, romance ","comedy, romance ",['comedy' 'romance']
26513,Phoonk,horror ,action ,['action']
26514,Mumbai Meri Jaan, , ,[]
26515,Maan Gaye Mughal-e-Azam,comedy ,comedy ,['comedy']
26516,Rock On!!,"drama, romance, musical ","drama, romance, cultural ",['cultural' 'drama' 'romance']
26517,C Kkompany,comedy ,comedy ,['comedy']
26518,Chamku,"musical, romance, thriller ","cultural, romance, action ",['action' 'cultural' 'romance']
26519,A Wednesday!,"drama, thriller ","drama, action ",['action' 'drama']
26520,Tahaan,"adventure, drama ","action, drama ",['action' 'drama']
26521,1920,"horror, mystery, romance, thriller ","action, thriller, romance, action ",['action' 'romance' 'thriller']
26522,The Last Lear,"biography, drama ","cultural, drama ",['cultural' 'drama']
26523,Welcome to Sajjanpur,"comedy, drama ","comedy, drama ",['comedy' 'drama']
26524,Hari Puttar: A Comedy of Terrors,comedy ,comedy ,['comedy']
26525,Kidnap,"crime, thriller ","action, action ",['action']
26526,Hello,"drama, romance ","drama, romance ",['drama' 'romance']
26527,Karzzzz,"action, romance ","action, romance ",['action' 'romance']
26528,Heroes,drama ,drama ,['drama']
26529,Roadside Romeo,"animation, family, romance ","animation, child, romance ",['animation' 'child' 'romance']
26530,Golmaal Returns,comedy ,comedy ,['comedy']
26531,Fashion,"drama, romance ","drama, romance ",['drama' 'romance']
26532,Ek Vivaah... Aisa Bhi,drama ,drama ,['drama']
26533,Dostana,comedy ,comedy ,['comedy']
26534,Deshdrohi,politics ,politics ,['politic']
26535,Yuvvraaj,"musical, drama, romance, family ","cultural, drama, romance, child ",['child' 'cultural' 'drama' 'romance']
26536,Oye Lucky! Lucky Oye!,"comedy, drama ","comedy, drama ",['comedy' 'drama']
26537,Sorry Bhai!,romance ,romance ,['romance']
26538,Maharathi,thriller ,action ,['action']
26539,Meerabai Not Out,drama ,drama ,['drama']
26540,"Oh, My God",comedy ,comedy ,['comedy']
26541,Gumnaam – The Mystery,"thriller, mystery ","action, thriller ",['action' 'thriller']
26542,Rab Ne Bana Di Jodi,romance ,romance ,['romance']
26543,Ghajini,"action, drama, mystery, romance, thriller ","action, drama, thriller, romance, action ",['action' 'drama' 'romance' 'thriller']
26544,Jumbo,animation ,animation ,['animation']
26545,Chandni Chowk to China,"action, comedy","action, comedy",['action' 'comedy']
26546,Raaz – The Mystery Continues,horror,action,['action']
26547,Luck by Chance,drama,drama,['drama']
26548,Victory,sports,cultural,['cultural']
26549,Dev.D,romance,romance,['romance']
26550,Chal Chala Chal,comedy,comedy,['comedy']
26551,Billu,drama,drama,['drama']
26552,The Stoneman Murders,"crime, drama, mystery","action, drama, thriller",['action' 'drama' 'thriller']
26553,Delhi-6,"romance, drama","romance, drama",['drama' 'romance']
26554,13B,horror,action,['action']
26555,Dhoondte Reh Jaaoge,comedy,comedy,['comedy']
26556,Karma Aur Holi,drama,drama,['drama']
26557,Jai Veeru,action comedy,action comedy,['action' 'comedy']
26558,Little Zizou,comedy,comedy,['comedy']
26559,Aloo Chaat,romantic comedy,romance comedy,['comedy' 'romance']
26560,Barah Aana,drama,drama,['drama']
26561,Firaaq,political,cultural,['cultural']
26562,Straight,romantic comedy,romance comedy,['comedy' 'romance']
26563,Aa Dekhen Zara,"action, thriller","action, action",['action']
26564,99,comedy,comedy,['comedy']
26565,Ek: The Power of One,action thriller,action action,['action']
26566,8 x 10 Tasveer,action thriller,action action,['action']
26567,Ek Se Bure Do,comedy,comedy,['comedy']
26568,Sikandar,social,social,['social']
26569,Sanam Teri Kasam,comedy romance,comedy romance,['comedy' 'romance']
26570,Kal Kissne Dekha,"romance, drama, social, comedy","romance, drama, social, comedy",['comedy' 'drama' 'romance' 'social']
26571,Zor Lagaa Ke...Haiya!,unknown,,[]
26572,Let's Dance,romance,romance,['romance']
26573,Paying Guests,comedy,comedy,['comedy']
26574,New York,"action thriller, romance","action action, romance",['action' 'romance']
26575,Kambakkht Ishq,"action, comedy, romance","action, comedy, romance",['action' 'comedy' 'romance']
26576,Sankat City,dark comedy,black comedy,['black' 'comedy']
26577,Shortkut,comedy,comedy,['comedy']
26578,Luck,action thriller,action action,['action']
26579,Love Aaj Kal,romance,romance,['romance']
26580,Agyaat,horror,action,['action']
26581,Chal Chalein,social,social,['social']
26582,Teree Sang,drama,drama,['drama']
26583,Kaminey,drama,drama,['drama']
26584,Life Partner,"comedy, romance","comedy, romance",['comedy' 'romance']
26585,Daddy Cool,comedy,comedy,['comedy']
26586,Kisaan,social,social,['social']
26587,Love Khichdi,comedy,comedy,['comedy']
26588,Quick Gun Murugun,comedy,comedy,['comedy']
26589,Yeh Mera India,social,social,['social']
26590,"Three – Love, Lies and Betrayal",thriller,action,['action']
26591,Aagey Se Right,comedy,comedy,['comedy']
26592,Chintu Ji,comedy,comedy,['comedy']
26593,Fox,drama,drama,['drama']
26594,Phir Kabhi,drama,drama,['drama']
26595,Vaada Raha,romance,romance,['romance']
26596,Dil Bole Hadippa!,"romantic comedy, sports","romance comedy, cultural",['comedy' 'cultural' 'romance']
26597,Wanted,"action, romance","action, romance",['action' 'romance']
26598,What's Your Raashee?,romantic comedy,romance comedy,['comedy' 'romance']
26599,Do Knot Disturb,"comedy, romance","comedy, romance",['comedy' 'romance']
26600,Wake Up Sid,romantic comedy,romance comedy,['comedy' 'romance']
26601,Acid Factory,action,action,['action']
26602,All The Best: Fun Begins,comedy,comedy,['comedy']
26603,Blue,action,action,['action']
26604,Main Aurr Mrs Khanna,"drama, romance","drama, romance",['drama' 'romance']
26605,London Dreams,"musical, social, drama, romance","cultural, social, drama, romance",['cultural' 'drama' 'romance' 'social']
26606,Aladin,fantasy,fantasy,['fantasy']
26607,Ajab Prem Ki Ghazab Kahani,"comedy, romance","comedy, romance",['comedy' 'romance']
26608,Jail,social,social,['social']
26609,Tum Mile,romance,romance,['romance']
26610,Kurbaan,"thriller, romance","action, romance",['action' 'romance']
26611,De Dana Dan',comedy,comedy,['comedy']
26612,Radio,musical,cultural,['cultural']
26613,Paa,"drama, family","drama, child",['child' 'drama']
26614,Rocket Singh: Salesman of the Year,comedy,comedy,['comedy']
26615,Raat Gayi Baat Gayi?,drama,drama,['drama']
26616,3 Idiots,comedy,comedy,['comedy']
26617,Accident on Hill Road,thriller,action,['action']
26618,Dulha Mil Gaya,romantic comedy,romance comedy,['comedy' 'romance']
26619,Pyaar Impossible!,romantic comedy,romance comedy,['comedy' 'romance']
26620,Chance Pe Dance,"comedy, romance","comedy, romance",['comedy' 'romance']
26621,The Waiting Room,thriller,action,['action']
26622,Veer,epic film,action ,['action']
26623,Ishqiya,"comedy, crime, romance","comedy, action, romance",['action' 'comedy' 'romance']
26624,Rann,drama,drama,['drama']
26625,Road to Sangam,drama,drama,['drama']
26626,The Hangman,drama,drama,['drama']
26627,Striker,action,action,['action']
26628,My Name Is Khan,drama,drama,['drama']
26629,Click,horror,action,['action']
26630,Karthik Calling Karthik,thriller,action,['action']
26631,Teen Patti,"drama, thriller","drama, action",['action' 'drama']
26632,Atithi Tum Kab Jaoge?,comedy,comedy,['comedy']
26633,"Road, Movie",drama,drama,['drama']
26634,Rokkk,thriller,action,['action']
26635,Thanks Maa,drama,drama,['drama']
26636,Na Ghar Ke Na Ghaat Ke,comedy,comedy,['comedy']
26637,Right Yaaa Wrong,action,action,['action']
26638,Lahore,sports/social,cultural social,['cultural' 'social']
26639,Love Sex aur Dhokha,found footage,found footage,['find' 'footage']
26640,Shaapit,horror,action,['action']
26641,Hum Tum Aur Ghost,comedy,comedy,['comedy']
26642,Mittal v/s Mittal,romance,romance,['romance']
26643,Prem Kaa Game,comedy,comedy,['comedy']
26644,Well Done Abba,social,social,['social']
26645,Pankh,social,social,['social']
26646,Sadiyaan,romance,romance,['romance']
26647,Tum Milo Toh Sahi,social/drama,social drama,['drama' 'social']
26648,Jaane Kahan Se Aayi Hai,comedy/romance/fantasy,comedy romance fantasy,['comedy' 'fantasy' 'romance']
26649,Prince - It's Showtime,action/thriller,action action,['action']
26650,The Japanese Wife,romance,romance,['romance']
26651,Paathshaala,social,social,['social']
26652,Phoonk 2,horror,action,['action']
26653,Apartment,thriller,action,['action']
26654,City of Gold,social,social,['social']
26655,Chase,action,action,['action']
26656,Housefull,comedy,comedy,['comedy']
26657,Badmaash Company,romance/drama,romance drama,['drama' 'romance']
26658,Bumm Bumm Bole,children/drama,children drama,['child' 'drama']
26659,Kushti,comedy/romance,comedy romance,['comedy' 'romance']
26660,Kites,thriller/romance,action romance,['action' 'romance']
26661,Raajneeti,drama/political thriller,drama cultural action,['action' 'cultural' 'drama']
26662,Ek Second... Jo Zindagi Badal De?,thriller,action,['action']
26663,Raavan,action/romance,action romance,['action' 'romance']
26664,Mr. Singh / Mrs. Mehta,drama,drama,['drama']
26665,I Hate Luv Storys,romance,romance,['romance']
26666,Milenge Milenge,romance,romance,['romance']
26667,Tere Bin Laden,comedy,comedy,['comedy']
26668,Udaan,drama,drama,['drama']
26669,Khatta Meetha,"comedy, drama, romance","comedy, drama, romance",['comedy' 'drama' 'romance']
26670,Once Upon a Time in Mumbaai,"action, romance, thriller, crime","action, romance, action, action",['action' 'romance']
26671,Aisha,romance,romance,['romance']
26672,Help,horror,action,['action']
26673,Peepli Live,"political, comedy","cultural, comedy",['comedy' 'cultural']
26674,Lafangey Parindey,romance,romance,['romance']
26675,Hello Darling,comedy,comedy,['comedy']
26676,Antardwand,crime,action,['action']
26677,Life Express,"family, drama","child, drama",['child' 'drama']
26678,Aashayein,drama,drama,['drama']
26679,Soch Lo,"mystery, suspense","thriller, action",['action' 'thriller']
26680,We Are Family,"drama, romance","drama, romance",['drama' 'romance']
26681,Mallika,horror,action,['action']
26682,The Film Emotional Atyachar,drama,drama,['drama']
26683,Dabangg,action,action,['action']
26684,Robot,science fiction,action,['action']
26685,Anjaana Anjaani,romance,romance,['romance']
26686,Khichdi: The Movie,comedy,comedy,['comedy']
26687,Do Dooni Chaar,comedy,comedy,['comedy']
26688,Aakrosh,thriller,action,['action']
26689,Knock Out,action,action,['action']
26690,Kajraare,romance,romance,['romance']
26691,Hisss,horror/thriller,action action,['action']
26692,Jhootha Hi Sahi,romance,romance,['romance']
26693,Rakta Charitra - I,biographical,cultural,['cultural']
26694,Nakshatra,romance,romance,['romance']
26695,Golmaal 3,comedy,comedy,['comedy']
26696,Action Replayy,comedy,comedy,['comedy']
26697,A Flat,thriller,action,['action']
26698,Guzaarish,romance,romance,['romance']
26699,"Shahrukh Bola ""Khoobsurat Hai Tu""",thriller,action,['action']
26700,Allah Ke Banday,thriller,action,['action']
26701,Break Ke Baad,romance,romance,['romance']
26702,Khuda Kasam,action,action,['action']
26703,Khelein Hum Jee Jaan Sey,period,,[]
26704,Phas Gaye Re Obama,comedy / crime,comedy   action,['action' 'comedy']
26705,Rakta Charitra - II,biographical,cultural,['cultural']
26706,Band Baaja Baaraat,drama romance,drama romance,['drama' 'romance']
26707,No Problem,comedy,comedy,['comedy']
26708,332 Mumbai To India,thriller,action,['action']
26709,Payback,thriller,action,['action']
26710,Kaalo,horror,action,['action']
26711,Mirch,drama,drama,['drama']
26712,Tees Maar Khan,action comedy,action comedy,['action' 'comedy']
26713,Isi Life Mein,drama,drama,['drama']
26714,Toonpur Ka Super Hero,animated,animation,['animation']
26715,Ada... A Way of Life,drama,drama,['drama']
26716,Yamla Pagla Deewana,comedy/drama/action,comedy drama action,['action' 'comedy' 'drama']
26717,Turning 30!!!,adult/romance/comedy,adult romance comedy,['adult' 'comedy' 'romance']
26718,Mumbai Mast Kallander,comedy/comedy/comedy,comedy comedy comedy,['comedy']
26719,Dhobi Ghat,drama,drama,['drama']
26720,Dil Toh Baccha Hai Ji,comedy,comedy,['comedy']
26721,4,yeh saali zindagi,yeh saali zindagi,['saali' 'yeh' 'zindagi']
26722,Patiala House,family drama,child drama,['child' 'drama']
26723,Angel,drama,drama,['drama']
26724,Aashiqui.in,romance,romance,['romance']
26725,7 Khoon Maaf,thriller/black comedy,action black comedy,['action' 'black' 'comedy']
26726,Tanu Weds Manu,romance/drama,romance drama,['drama' 'romance']
26727,Satrangee Parachute,family,child,['child']
26728,Yeh Faasley,drama,drama,['drama']
26729,Happy Husbands,comedy,comedy,['comedy']
26730,Monica,drama,drama,['drama']
26731,Game,mystery/action,thriller action,['action' 'thriller']
26732,F.A.L.T.U,satire/comedy/teen film,satire comedy teen ,['comedy' 'satire' 'teen']
26733,Memories in March,drama,drama,['drama']
26734,Thank You,comedy,comedy,['comedy']
26735,Teen Thay Bhai,drama,drama,['drama']
26736,Dum Maaro Dum,thriller,action,['action']
26737,Shor in the City,drama/cult,drama cult,['cult' 'drama']
26738,Chalo Dilli,comedy road movie,comedy road ,['comedy' 'road']
26739,Naughty @ 40,comedy,comedy,['comedy']
26740,Luv Ka The End,teen/comedy,teen comedy,['comedy' 'teen']
26741,Haunted – 3D,horror,action,['action']
26742,Love U...Mr. Kalakaar!,romance/comedy,romance comedy,['comedy' 'romance']
26743,Shagird,action/drama,action drama,['action' 'drama']
26744,Stanley Ka Dabba,children,children,['child']
26745,404,psychological thriller,cultural action,['action' 'cultural']
26746,Pyar ka Punchnama,romance/comedy,romance comedy,['comedy' 'romance']
26747,Kucch Luv Jaisaa,drama/comedy,drama comedy,['comedy' 'drama']
26748,Ready,comedy,comedy,['comedy']
26749,Shaitan,drama/thriller,drama action,['action' 'drama']
26750,Bheja Fry 2,comedy,comedy,['comedy']
26751,Always Kabhi Kabhi,romance/teen,romance teen,['romance' 'teen']
26752,Bin Bulaye Baraati,crime,action,['action']
26753,Double Dhamaal,comedy,comedy,['comedy']
26754,Bbuddah... Hoga Terra Baap,action/comedy,action comedy,['action' 'comedy']
26755,Delhi Belly,adult/comedy,adult comedy,['adult' 'comedy']
26756,Murder 2,psychological thriller,cultural action,['action' 'cultural']
26757,Chillar Party,children,children,['child']
26758,Zindagi Na Milegi Dobara,romance/road,romance road,['road' 'romance']
26759,Singham,action,action,['action']
26760,Khap,social,social,['social']
26761,Gandhi to Hitler,biographical,cultural,['cultural']
26762,Bubble Gum,drama,drama,['drama']
26763,Chala Mussaddi... Office Office,comedy/social,comedy social,['comedy' 'social']
26764,I Am Kalam,drama,drama,['drama']
26765,Aarakshan,social,social,['social']
26766,Phhir,thriller,action,['action']
26767,Chatur Singh Two Star,comedy,comedy,['comedy']
26768,Sahi Dhandhe Galat Bande,comedy,comedy,['comedy']
26769,Shabri,action,action,['action']
26770,Yeh Dooriyan,romance,romance,['romance']
26771,Bodyguard,romance/action,romance action,['action' 'romance']
26772,That Girl in Yellow Boots,social,social,['social']
26773,Mere Brother Ki Dulhan,romance/comedy,romance comedy,['comedy' 'romance']
26774,Mausam,romance,romance,['romance']
26775,Speedy Singhs,drama,drama,['drama']
26776,Force,action/romance,action romance,['action' 'romance']
26777,Hum Tum Shabana,romance/comedy,romance comedy,['comedy' 'romance']
26778,Tere Mere Phere,romantic/comedy,romance comedy,['comedy' 'romance']
26779,Rascals,comedy/action,comedy action,['action' 'comedy']
26780,Love Breakups Zindagi,romantic,romance,['romance']
26781,Mujhse Fraaandship Karoge,comedy/romance,comedy romance,['comedy' 'romance']
26782,My Friend Pinto,romance comedy crime,romance comedy action,['action' 'comedy' 'romance']
26783,Aazaan,action/thriller,action action,['action']
26784,Ra.One,sci-fi,action,['action']
26785,Tell Me O Kkhuda,drama,drama,['drama']
26786,Damadamm!,comedy,comedy,['comedy']
26787,Loot,comedy,comedy,['comedy']
26788,Miley Naa Miley Hum,romance/drama,romance drama,['drama' 'romance']
26789,Rockstar,romance/drama,romance drama,['drama' 'romance']
26790,Desi Boyz,comedy,comedy,['comedy']
26791,The Dirty Picture,drama,drama,['drama']
26792,Ladies vs Ricky Bahl,comedy,comedy,['comedy']
26793,Jo Hum Chahein,romance/drama,romance drama,['drama' 'romance']
26794,Don 2: The Chase Continues,action/thriller,action action,['action']
26795,Players,action/thriller,action action,['action']
26796,Ghost,adult/horror,adult action,['action' 'adult']
26797,Sadda Adda,comedy,comedy,['comedy']
26798,Agneepath,action/drama,action drama,['action' 'drama']
26799,Gali Gali Chor Hai,drama,drama,['drama']
26800,Staying Alive,social,social,['social']
26801,Ek Main Aur Ekk Tu,romance/comedy,romance comedy,['comedy' 'romance']
26802,Ekk Deewana Tha,romance,romance,['romance']
26803,?: A question mark,adult/horror,adult action,['action' 'adult']
26804,Jodi Breakers,romance,romance,['romance']
26805,Tere Naal Love Ho Gaya,romance/comedy,romance comedy,['comedy' 'romance']
26806,"London, Paris, New York",romance,romance,['romance']
26807,Paan Singh Tomar,crime,action,['action']
26808,Will You Marry Me?,romance,romance,['romance']
26809,Kahaani,drama/thriller,drama action,['action' 'drama']
26810,Say Yes to Love,romance,romance,['romance']
26811,Zindagi Tere Naam,romance,romance,['romance']
26812,Agent Vinod,suspense/thriller,action action,['action']
26813,Blood Money,thriller,action,['action']
26814,Bumboo,comedy,comedy,['comedy']
26815,Housefull 2,action comedy,action comedy,['action' 'comedy']
26816,Vicky Donor,comedy,comedy,['comedy']
26817,Hate Story,adult/thriller,adult action,['action' 'adult']
26818,Tezz,action,action,['action']
26819,Jannat 2,crime/thriller,action action,['action']
26820,Fatso!,comedy,comedy,['comedy']
26821,Dangerous Ishq,romance/thriller,romance action,['action' 'romance']
26822,Ishaqzaade,romance,romance,['romance']
26823,Department,adult/action/crime,adult action action,['action' 'adult']
26824,Arjun: The Warrior Prince,computer-animated,computer-animation,['animation' 'computer']
26825,Yeh Khula Aasmaan,romantic,romance,['romance']
26826,Rowdy Rathore,action/comedy,action comedy,['action' 'comedy']
26827,Shanghai,political/thriller,cultural action,['action' 'cultural']
26828,Teri Meri Kahaani,romance/comedy,romance comedy,['comedy' 'romance']
26829,Maximum,thriller,action,['action']
26830,Bol Bachchan,comedy/action,comedy action,['action' 'comedy']
26831,Cocktail,romance,romance,['romance']
26832,Gattu,children,children,['child']
26833,Challo Driver,comedy,comedy,['comedy']
26834,Mere Dost Picture Abhi Baki Hai,comedy,comedy,['comedy']
26835,Kyaa Super Kool Hai Hum,adult/comedy,adult comedy,['adult' 'comedy']
26836,Jism 2,adult/thriller,adult action,['action' 'adult']
26837,Gangs of Wasseypur – Part 2,adult/crime/thriller,adult action action,['action' 'adult']
26838,Ek Tha Tiger,romance/action,romance action,['action' 'romance']
26839,Shirin Farhad Ki Toh Nikal Padi,romance/comedy,romance comedy,['comedy' 'romance']
26840,Joker,drama,drama,['drama']
26841,Jalpari: The Desert Mermaid,thriller/social,action social,['action' 'social']
26842,From Sydney with Love,romantic,romance,['romance']
26843,Raaz 3,adult/suspense/thriller,adult action action,['action' 'adult']
26844,Chal Pichchur Banate Hain,comedy,comedy,['comedy']
26845,Barfi!,romance/comedy,romance comedy,['comedy' 'romance']
26846,Heroine,adult/drama,adult drama,['adult' 'drama']
26847,Kamaal Dhamaal Malamaal,comedy,comedy,['comedy']
26848,Oh My God,comedy,comedy,['comedy']
26849,English Vinglish,drama,drama,['drama']
26850,Kismet Love Paisa Dilli,comedy,comedy,['comedy']
26851,Aiyyaa,rom-com,romance,['romance']
26852,Makkhi,action/fantasy,action fantasy,['action' 'fantasy']
26853,Login,drama/thriller,drama action,['action' 'drama']
26854,Chittagong (film),drama,drama,['drama']
26855,Bhoot Returns,horror,action,['action']
26856,Student Of The Year,romance/comedy,romance comedy,['comedy' 'romance']
26857,Delhi Safari,computer animated,computer animation,['animation' 'computer']
26858,Ajab Gazabb Love,comedy,comedy,['comedy']
26859,Rush,thriller/crime,action action,['action']
26860,Luv Shuv Tey Chicken Khurana,comedy,comedy,['comedy']
26861,Jab Tak Hai Jaan,"romance, drama","romance, drama",['drama' 'romance']
26862,Son Of Sardaar,comedy,comedy,['comedy']
26863,Talaash,drama/suspense,drama action,['action' 'drama']
26864,Khiladi 786,action/comedy,action comedy,['action' 'comedy']
26865,Cigarette Ki Tarah,drama/thriller,drama action,['action' 'drama']
26866,Dabangg 2,action/comedy,action comedy,['action' 'comedy']
26867,Table No. 21,thriller/drama,action drama,['action' 'drama']
26868,Dehraadun Diary,thriller,action,['action']
26869,Matru Ki Bijlee Ka Mandola,comedy,comedy,['comedy']
26870,Inkaar,romance/crime,romance action,['action' 'romance']
26871,Race 2,action/thriller,action action,['action']
26872,Akaash Vani,romance,romance,['romance']
26873,Main Krishna Hoon,animation/musical,animation cultural,['animation' 'cultural']
26874,David,crime,action,['action']
26875,Vishwaroop,action,action,['action']
26876,Mai...,drama/family,drama child,['child' 'drama']
26877,Listen... Amaya,drama,drama,['drama']
26878,Special 26,drama/comedy,drama comedy,['comedy' 'drama']
26879,Murder 3,thriller,action,['action']
26880,Kai Po Che!,drama,drama,['drama']
26881,"I, Me, aur Main",romantic comedy,romance comedy,['comedy' 'romance']
26882,Bloody Isshq,romance/thriller,romance action,['action' 'romance']
26883,3G,thriller,action,['action']
26884,Mere Dad Ki Maruti,comedy,comedy,['comedy']
26885,Jolly LLB,comedy/satire,comedy satire,['comedy' 'satire']
26886,Himmatwala,action/comedy,action comedy,['action' 'comedy']
26887,Chashme Baddoor,comedy,comedy,['comedy']
26888,Commando-A One Man Army,action/romance,action romance,['action' 'romance']
26889,Ek Thi Daayan,horror,action,['action']
26890,Aashiqui 2,musical romance,cultural romance,['cultural' 'romance']
26891,Shootout at Wadala,crime/thriller,action action,['action']
26892,Chhota Bheem And The Throne of Bali,children/animation,children animation,['animation' 'child']
26893,Go Goa Gone,zombie comedy,zombie comedy,['comedy' 'zombie']
26894,Aurangzeb,drama/action,drama action,['action' 'drama']
26895,Ishkq in Paris,romance,romance,['romance']
26896,Yeh Jawaani Hai Deewani,romantic comedy,romance comedy,['comedy' 'romance']
26897,Yamla Pagla Deewana 2,comedy/action,comedy action,['action' 'comedy']
26898,Fukrey,comedy,comedy,['comedy']
26899,Ankur Arora Murder Case,thriller,action,['action']
26900,Raanjhanaa,romance,romance,['romance']
26901,Enemmy,action,action,['action']
26902,Ghanchakkar,comedy/thriller,comedy action,['action' 'comedy']
26903,Lootera,romance/thriller,romance action,['action' 'romance']
26904,Policegiri,action,action,['action']
26905,Bhaag Milkha Bhaag,biopic,cultural,['cultural']
26906,Sixteen,drama,drama,['drama']
26907,B.A. Pass,drama,drama,['drama']
26908,Boyss Toh Boyss Hain,comedy,comedy,['comedy']
26909,Ramaiya Vastavaiya,rom-com,romance,['romance']
26910,D Day,action/drama,action drama,['action' 'drama']
26911,Ship of Theseus,avant-garde,,[]
26912,Bajatey Raho,comedy,comedy,['comedy']
26913,Nasha,erotic/thriller,adult action,['action' 'adult']
26914,Rabba Main Kya Karoon,comedy,comedy,['comedy']
26915,Calapor,thriller/drama,action drama,['action' 'drama']
26916,Love in Bombay,romance,romance,['romance']
26917,Chennai Express,comedy/action,comedy action,['action' 'comedy']
26918,Once Upon Ay Time In Mumbai Dobaara!,crime/romance,action romance,['action' 'romance']
26919,Madras Cafe,drama/espionage thriller,drama action action,['action' 'drama']
26920,Satyagraha,political thriller,cultural action,['action' 'cultural']
26921,Zanjeer,action/thriller,action action,['action']
26922,Shuddh Desi Romance,romance,romance,['romance']
26923,Grand Masti,adult comedy,adult comedy,['adult' 'comedy']
26924,John Day,thriller,action,['action']
26925,Horror Story,horror,action,['action']
26926,Phata Poster Nikla Hero,rom com/action,rom com action,['action' 'com' 'rom']
26927,The Lunchbox,drama,drama,['drama']
26928,Maazii,suspense thriller,action action,['action']
26929,Prague,psychological thriller/romance,cultural action romance,['action' 'cultural' 'romance']
26930,Super Model,drama,drama,['drama']
26931,War Chhod Na Yaar,war comedy,action comedy,['action' 'comedy']
26932,Baat Ban Gayi,comedy,comedy,['comedy']
26933,Pazhassi Raja,historical fiction,cultural fiction,['cultural' 'fiction']
26934,Boss,masala,masala,['masala']
26935,Shahid,drama/biography,drama cultural,['cultural' 'drama']
26936,Dilli Gang,crime,action,['action']
26937,Mickey Virus,comedy/thriller,comedy action,['action' 'comedy']
26938,Sooper Se Ooper,comedy,comedy,['comedy']
26939,Krrish 3,superhero,action,['action']
26940,Satya 2,crime,action,['action']
26941,Rajjo,romance,romance,['romance']
26942,Goliyon Ki Rasleela Ram-Leela,romance/drama,romance drama,['drama' 'romance']
26943,Gori Tere Pyaar Mein,romance/comedy,romance comedy,['comedy' 'romance']
26944,Singh Saab The Great,action,action,['action']
26945,Bullett Raja,comedy/crime/romance,comedy action romance,['action' 'comedy' 'romance']
26946,R... Rajkumar,action/romance,action romance,['action' 'romance']
26947,Jackpot,thriller/comedy,action comedy,['action' 'comedy']
26948,What the Fish,drama,drama,['drama']
26949,Dhoom 3,action,action,['action']
26950,Mr Joe B. Carvalho,comedy,comedy,['comedy']
26951,Sholay 3D,action/adventure,action action,['action']
26952,Dedh Ishqiya,black comedy/thriller,black comedy action,['action' 'black' 'comedy']
26953,Yaariyan,romance,romance,['romance']
26954,Karle Pyaar Karle,romance,romance,['romance']
26955,Strings Of Passion,drama,drama,['drama']
26956,Jai Ho,action - comedy,action - comedy,['action' 'comedy']
26957,Hasee Toh Phasee,romance/comedy,romance comedy,['comedy' 'romance']
26958,Heartless,thriller,action,['action']
26959,Ya Rab,drama/social,drama social,['drama' 'social']
26960,Darr @ the Mall,horror,action,['action']
26961,Highway,drama/romance,drama romance,['drama' 'romance']
26962,Shaadi Ke Side Effects,romance/comedy,romance comedy,['comedy' 'romance']
26963,Gulaab Gang,social/action,social action,['action' 'social']
26964,Queen,romance/drama,romance drama,['drama' 'romance']
26965,Total Siyapaa,drama/comedy,drama comedy,['comedy' 'drama']
26966,Bewakoofiyaan,romance,romance,['romance']
26967,Neighbours: They Are Vampires,horror,action,['action']
26968,Ankhon Dekhi,comedy,comedy,['comedy']
26969,Gang of Ghosts,horror comedy,action comedy,['action' 'comedy']
26970,Lakshmi,drama,drama,['drama']
